make,model,year,engine_hp,cylinders,transmission,driven_wheels,num_doors,size,style,mpg_highway,mpg_city,popularity,msrp
bmw,2_series,2016,240,4,manual,rear_wheel_drive,2,compact,coupe,34,22,3916,33549.82
bmw,2_series,2016,320,6,automatic,all_wheel_drive,2,compact,coupe,30,20,3916,47133.16
bmw,2_series,2016,320,6,automatic,rear_wheel_drive,2,compact,convertible,30,20,3916,51831.15
bmw,2_series,2017,335,6,automatic,all_wheel_drive,2,compact,coupe,31,21,3916,46450
bmw,2_series,2017,335,6,automatic,rear_wheel_drive,2,compact,convertible,32,21,3916,49050
bmw,2_series,2017,335,6,automatic,all_wheel_drive,2,compact,convertible,32,21,3916,51050
bmw,2_series,2017,335,6,automatic,rear_wheel_drive,2,compact,coupe,32,21,3916,44450
bmw,2_series,2017,248,4,automatic,rear_wheel_drive,2,compact,convertible,34,23,3916,38950
bmw,2_series,2017,248,4,automatic,rear_wheel_drive,2,compact,coupe,35,24,3916,33150
bmw,2_series,2017,248,4,automatic,all_wheel_drive,2,compact,coupe,33,24,3916,35150
bmw,2_series,2017,248,4,automatic,all_wheel_drive,2,compact,convertible,33,23,3916,40950
chrysler,200,2015,184,4,automatic,front_wheel_drive,4,midsize,sedan,36,23,1013,26030.50
chrysler,200,2015,184,4,automatic,front_wheel_drive,4,midsize,sedan,36,23,1013,24768.79
chrysler,200,2015,295,6,automatic,all_wheel_drive,4,midsize,sedan,29,18,1013,30374.08
chrysler,200,2015,184,4,automatic,front_wheel_drive,4,midsize,sedan,36,23,1013,22746.95
chrysler,200,2015,184,4,automatic,front_wheel_drive,4,midsize,sedan,36,23,1013,27535.24
chrysler,200,2015,295,6,automatic,all_wheel_drive,4,midsize,sedan,29,18,1013,31878.83
chrysler,200,2016,184,4,automatic,front_wheel_drive,4,midsize,sedan,36,23,1013,22463.57
chrysler,200,2016,184,4,automatic,front_wheel_drive,4,midsize,sedan,36,23,1013,28387.13
chrysler,200,2016,295,6,automatic,all_wheel_drive,4,midsize,sedan,29,18,1013,32462.13
chrysler,200,2016,295,6,automatic,all_wheel_drive,4,midsize,sedan,29,18,1013,30542.08
chrysler,200,2016,184,4,automatic,front_wheel_drive,4,midsize,sedan,36,23,1013,22969.12
chrysler,200,2016,184,4,automatic,front_wheel_drive,4,midsize,sedan,36,23,1013,28157.34
chrysler,200,2016,184,4,automatic,front_wheel_drive,4,midsize,sedan,36,23,1013,26237.29
chrysler,200,2016,184,4,automatic,front_wheel_drive,4,midsize,sedan,36,23,1013,25011.72
chrysler,200,2017,295,6,automatic,all_wheel_drive,4,midsize,sedan,28,18,1013,29905
chrysler,200,2017,295,6,automatic,all_wheel_drive,4,midsize,sedan,28,18,1013,31785
chrysler,200,2017,184,4,automatic,front_wheel_drive,4,midsize,sedan,36,23,1013,26685
chrysler,200,2017,184,4,automatic,front_wheel_drive,4,midsize,sedan,36,23,1013,22490
chrysler,200,2017,184,4,automatic,front_wheel_drive,4,midsize,sedan,36,23,1013,25690
chrysler,200,2017,295,6,automatic,all_wheel_drive,4,midsize,sedan,28,18,1013,30900
chrysler,200,2017,184,4,automatic,front_wheel_drive,4,midsize,sedan,36,23,1013,27795
chrysler,200,2017,184,4,automatic,front_wheel_drive,4,midsize,sedan,36,23,1013,21995
chrysler,200,2017,184,4,automatic,front_wheel_drive,4,midsize,sedan,36,23,1013,24490
mazda,2,2012,100,4,manual,front_wheel_drive,4,compact,4dr_hatchback,35,29,586,17103.33
mazda,2,2012,100,4,manual,front_wheel_drive,4,compact,4dr_hatchback,35,29,586,15512.57
mazda,2,2012,100,4,automatic,front_wheel_drive,4,compact,4dr_hatchback,34,28,586,18000.14
mazda,2,2012,100,4,automatic,front_wheel_drive,4,compact,4dr_hatchback,34,28,586,16409.38
mazda,2,2013,100,4,automatic,front_wheel_drive,4,compact,4dr_hatchback,34,28,586,17940.20
mazda,2,2013,100,4,automatic,front_wheel_drive,4,compact,4dr_hatchback,34,28,586,16372.41
mazda,2,2013,100,4,manual,front_wheel_drive,4,compact,4dr_hatchback,35,29,586,17056.35
mazda,2,2013,100,4,manual,front_wheel_drive,4,compact,4dr_hatchback,35,29,586,15488.55
mazda,2,2014,100,4,automatic,front_wheel_drive,4,compact,4dr_hatchback,34,28,586,17653.83
mazda,2,2014,100,4,automatic,front_wheel_drive,4,compact,4dr_hatchback,34,28,586,16111.06
mazda,2,2014,100,4,manual,front_wheel_drive,4,compact,4dr_hatchback,35,29,586,16784.08
mazda,2,2014,100,4,manual,front_wheel_drive,4,compact,4dr_hatchback,35,29,586,15241.31
bmw,3_series_gran_turismo,2015,300,6,automatic,all_wheel_drive,4,midsize,4dr_hatchback,30,20,3916,48865.36
bmw,3_series_gran_turismo,2015,240,4,automatic,all_wheel_drive,4,midsize,4dr_hatchback,33,22,3916,43280.74
bmw,3_series_gran_turismo,2015,240,4,automatic,all_wheel_drive,4,midsize,4dr_hatchback,33,22,3916,43280.74
bmw,3_series_gran_turismo,2016,240,4,automatic,all_wheel_drive,4,midsize,4dr_hatchback,34,22,3916,43916.05
bmw,3_series_gran_turismo,2016,300,6,automatic,all_wheel_drive,4,midsize,4dr_hatchback,30,20,3916,50248.13
bmw,3_series_gran_turismo,2017,320,6,automatic,all_wheel_drive,4,midsize,4dr_hatchback,30,20,3916,49650
bmw,3_series_gran_turismo,2017,248,4,automatic,all_wheel_drive,4,midsize,4dr_hatchback,33,23,3916,43950
bmw,3_series,2015,241,4,automatic,all_wheel_drive,4,midsize,wagon,33,22,3916,43384.16
bmw,3_series,2015,335,6,automatic,rear_wheel_drive,4,midsize,sedan,33,25,3916,51864.50
bmw,3_series,2015,240,4,automatic,rear_wheel_drive,4,midsize,sedan,35,23,3916,38782.03
bmw,3_series,2015,300,6,automatic,rear_wheel_drive,4,midsize,sedan,32,21,3916,45245.70
bmw,3_series,2015,180,4,automatic,rear_wheel_drive,4,midsize,sedan,45,32,3916,40333.31
bmw,3_series,2015,240,4,automatic,all_wheel_drive,4,midsize,sedan,33,22,3916,40850.40
bmw,3_series,2015,240,4,automatic,all_wheel_drive,4,midsize,sedan,33,22,3916,40850.40
bmw,3_series,2015,180,4,automatic,all_wheel_drive,4,midsize,sedan,35,23,3916,36144.85
bmw,3_series,2015,300,6,automatic,all_wheel_drive,4,midsize,sedan,30,20,3916,47314.07
bmw,3_series,2015,180,4,automatic,all_wheel_drive,4,midsize,wagon,43,31,3916,44935.44
bmw,3_series,2015,240,4,automatic,rear_wheel_drive,4,midsize,sedan,35,23,3916,38782.03
bmw,3_series,2015,180,4,automatic,all_wheel_drive,4,midsize,sedan,43,31,3916,42401.68
bmw,3_series,2015,180,4,automatic,rear_wheel_drive,4,midsize,sedan,36,24,3916,34076.48
bmw,3_series,2016,180,4,automatic,all_wheel_drive,4,midsize,sedan,40,30,3916,42741.55
bmw,3_series,2016,320,6,automatic,all_wheel_drive,4,midsize,sedan,33,22,3916,48818.31
bmw,3_series,2016,180,4,automatic,rear_wheel_drive,4,midsize,sedan,42,32,3916,40698.95
bmw,3_series,2016,240,4,automatic,rear_wheel_drive,4,midsize,sedan,34,22,3916,39166.99
bmw,3_series,2016,240,4,automatic,all_wheel_drive,4,midsize,sedan,34,22,3916,41209.60
bmw,3_series,2016,240,4,manual,rear_wheel_drive,4,midsize,sedan,34,22,3916,39166.99
bmw,3_series,2016,240,4,automatic,all_wheel_drive,4,midsize,wagon,34,22,3916,43558.60
bmw,3_series,2016,180,4,automatic,rear_wheel_drive,4,midsize,sedan,36,24,3916,33856.21
bmw,3_series,2016,180,4,automatic,all_wheel_drive,4,midsize,sedan,35,23,3916,35898.82
bmw,3_series,2016,180,4,automatic,all_wheel_drive,4,midsize,wagon,40,30,3916,45090.55
bmw,3_series,2016,320,6,automatic,rear_wheel_drive,4,midsize,sedan,33,22,3916,46775.70
bmw,3_series,2017,248,4,automatic,rear_wheel_drive,4,midsize,sedan,34,23,3916,38750
bmw,3_series,2017,180,4,automatic,all_wheel_drive,4,midsize,sedan,34,23,3916,35450
bmw,3_series,2017,180,4,automatic,rear_wheel_drive,4,midsize,sedan,35,23,3916,33450
bmw,3_series,2017,248,4,automatic,all_wheel_drive,4,midsize,sedan,33,23,3916,40750
bmw,3_series,2017,180,4,automatic,all_wheel_drive,4,midsize,sedan,40,30,3916,42250
bmw,3_series,2017,248,4,automatic,all_wheel_drive,4,midsize,wagon,33,23,3916,42950
bmw,3_series,2017,180,4,automatic,rear_wheel_drive,4,midsize,sedan,42,32,3916,40250
bmw,3_series,2017,320,6,automatic,all_wheel_drive,4,midsize,sedan,31,21,3916,49900
bmw,3_series,2017,320,6,automatic,rear_wheel_drive,4,midsize,sedan,32,21,3916,47900
bmw,3_series,2017,180,4,automatic,all_wheel_drive,4,midsize,wagon,40,30,3916,44450
chrysler,300,2015,300,6,automatic,all_wheel_drive,4,large,sedan,27,18,1013,38854.42
chrysler,300,2015,292,6,automatic,rear_wheel_drive,4,large,sedan,31,19,1013,32778.57
chrysler,300,2015,292,6,automatic,rear_wheel_drive,4,large,sedan,31,19,1013,39371.52
chrysler,300,2015,292,6,automatic,all_wheel_drive,4,large,sedan,27,18,1013,46429.84
chrysler,300,2015,300,6,automatic,rear_wheel_drive,4,large,sedan,31,19,1013,36268.95
chrysler,300,2015,292,6,automatic,rear_wheel_drive,4,large,sedan,31,19,1013,43844.38
chrysler,300,2015,292,6,automatic,all_wheel_drive,4,large,sedan,27,18,1013,35364.04
chrysler,300,2015,292,6,automatic,all_wheel_drive,4,large,sedan,27,18,1013,41956.98
chrysler,300,2016,300,6,automatic,all_wheel_drive,4,large,sedan,27,18,1013,38906.56
chrysler,300,2016,300,6,automatic,rear_wheel_drive,4,large,sedan,31,19,1013,36353.30
chrysler,300,2016,292,6,automatic,all_wheel_drive,4,large,sedan,27,18,1013,46152.71
chrysler,300,2016,292,6,automatic,rear_wheel_drive,4,large,sedan,31,19,1013,32947.25
chrysler,300,2016,292,6,automatic,all_wheel_drive,4,large,sedan,27,18,1013,38559.32
chrysler,300,2016,292,6,automatic,all_wheel_drive,4,large,sedan,27,18,1013,41929.62
chrysler,300,2016,300,6,automatic,rear_wheel_drive,4,large,sedan,31,19,1013,36858.84
chrysler,300,2016,292,6,automatic,rear_wheel_drive,4,large,sedan,31,19,1013,43599.45
chrysler,300,2016,292,6,automatic,rear_wheel_drive,4,large,sedan,31,19,1013,39376.36
chrysler,300,2016,292,6,automatic,rear_wheel_drive,4,large,sedan,31,19,1013,36006.06
chrysler,300,2016,300,6,automatic,all_wheel_drive,4,large,sedan,27,18,1013,39412.10
chrysler,300,2016,292,6,automatic,all_wheel_drive,4,large,sedan,27,18,1013,35500.51
chrysler,300,2017,292,6,automatic,all_wheel_drive,4,large,sedan,27,18,1013,41135
chrysler,300,2017,292,6,automatic,all_wheel_drive,4,large,sedan,27,18,1013,45270
chrysler,300,2017,300,6,automatic,all_wheel_drive,4,large,sedan,27,18,1013,38670
chrysler,300,2017,292,6,automatic,rear_wheel_drive,4,large,sedan,30,19,1013,38635
chrysler,300,2017,300,6,automatic,rear_wheel_drive,4,large,sedan,30,19,1013,36170
chrysler,300,2017,300,6,automatic,all_wheel_drive,4,large,sedan,27,18,1013,38175
chrysler,300,2017,292,6,automatic,rear_wheel_drive,4,large,sedan,30,19,1013,32340
chrysler,300,2017,292,6,automatic,rear_wheel_drive,4,large,sedan,30,19,1013,42770
chrysler,300,2017,292,6,automatic,all_wheel_drive,4,large,sedan,27,18,1013,34840
chrysler,300,2017,300,6,automatic,rear_wheel_drive,4,large,sedan,30,19,1013,35675
chrysler,300m,2002,250,6,automatic,front_wheel_drive,4,large,sedan,24,16,1013,43689.68
chrysler,300m,2002,250,6,automatic,front_wheel_drive,4,large,sedan,24,16,1013,38886.74
chrysler,300m,2003,255,6,automatic,front_wheel_drive,4,large,sedan,25,16,1013,43049.20
chrysler,300m,2003,250,6,automatic,front_wheel_drive,4,large,sedan,25,16,1013,38479.84
chrysler,300m,2004,250,6,automatic,front_wheel_drive,4,large,sedan,25,16,1013,37870.98
chrysler,300m,2004,255,6,automatic,front_wheel_drive,4,large,sedan,25,16,1013,42321.80
nissan,350z,2007,306,6,automatic,rear_wheel_drive,2,compact,convertible,23,17,2009,43218.22
nissan,350z,2007,306,6,automatic,rear_wheel_drive,2,compact,convertible,23,17,2009,48775.69
nissan,350z,2007,306,6,automatic,rear_wheel_drive,2,compact,coupe,24,17,2009,36182.69
nissan,350z,2007,306,6,automatic,rear_wheel_drive,2,compact,coupe,24,17,2009,43868.56
nissan,350z,2007,306,6,manual,rear_wheel_drive,2,compact,coupe,25,18,2009,32990.10
nissan,350z,2007,306,6,manual,rear_wheel_drive,2,compact,coupe,25,18,2009,38665.82
nissan,350z,2007,306,6,manual,rear_wheel_drive,2,compact,convertible,24,17,2009,47593.25
nissan,350z,2007,306,6,manual,rear_wheel_drive,2,compact,convertible,24,17,2009,42035.77
nissan,350z,2007,306,6,manual,rear_wheel_drive,2,compact,coupe,25,18,2009,42686.12
nissan,350z,2007,306,6,automatic,rear_wheel_drive,2,compact,coupe,24,17,2009,39257.04
nissan,350z,2007,306,6,manual,rear_wheel_drive,2,compact,convertible,24,17,2009,44814.51
nissan,350z,2007,306,6,manual,rear_wheel_drive,2,compact,coupe,25,18,2009,35000.25
nissan,350z,2007,306,6,manual,rear_wheel_drive,2,compact,coupe,25,18,2009,45015.53
nissan,350z,2007,306,6,automatic,rear_wheel_drive,2,compact,convertible,23,17,2009,45996.95
nissan,350z,2008,306,6,automatic,rear_wheel_drive,2,compact,coupe,24,17,2009,38526.45
nissan,350z,2008,306,6,manual,rear_wheel_drive,2,compact,convertible,24,17,2009,43979.81
nissan,350z,2008,306,6,automatic,rear_wheel_drive,2,compact,convertible,23,17,2009,45118.30
nissan,350z,2008,306,6,automatic,rear_wheel_drive,2,compact,coupe,24,17,2009,42966.56
nissan,350z,2008,306,6,automatic,rear_wheel_drive,2,compact,convertible,23,17,2009,47793.75
nissan,350z,2008,306,6,manual,rear_wheel_drive,2,compact,convertible,24,17,2009,41304.36
nissan,350z,2008,306,6,manual,rear_wheel_drive,2,compact,coupe,25,18,2009,41828.07
nissan,350z,2008,306,6,manual,rear_wheel_drive,2,compact,convertible,24,17,2009,46655.26
nissan,350z,2008,306,6,manual,rear_wheel_drive,2,compact,coupe,25,18,2009,44036.74
nissan,350z,2008,306,6,manual,rear_wheel_drive,2,compact,coupe,25,18,2009,32458.31
nissan,350z,2008,306,6,manual,rear_wheel_drive,2,compact,coupe,25,18,2009,34393.74
nissan,350z,2008,306,6,automatic,rear_wheel_drive,2,compact,coupe,24,17,2009,35532.23
nissan,350z,2008,306,6,manual,rear_wheel_drive,2,compact,coupe,25,18,2009,37957.21
nissan,350z,2008,306,6,automatic,rear_wheel_drive,2,compact,convertible,23,17,2009,42442.85
nissan,350z,2009,306,6,manual,rear_wheel_drive,2,compact,convertible,24,17,2009,47495.95
nissan,350z,2009,306,6,manual,rear_wheel_drive,2,compact,convertible,24,17,2009,42125.95
nissan,350z,2009,306,6,automatic,rear_wheel_drive,2,compact,convertible,23,17,2009,48638.50
nissan,350z,2009,306,6,automatic,rear_wheel_drive,2,compact,convertible,23,17,2009,43268.50
nissan,350z,2009,306,6,manual,rear_wheel_drive,2,compact,convertible,24,17,2009,44810.95
nissan,350z,2009,306,6,automatic,rear_wheel_drive,2,compact,convertible,23,17,2009,45953.50
ferrari,360,2002,400,8,manual,rear_wheel_drive,2,compact,convertible,15,10,2774,219135.10
ferrari,360,2002,400,8,manual,rear_wheel_drive,2,compact,coupe,15,10,2774,191592.82
ferrari,360,2002,400,8,automated_manual,rear_wheel_drive,2,compact,coupe,15,10,2774,205325.81
ferrari,360,2002,400,8,automated_manual,rear_wheel_drive,2,compact,convertible,15,10,2774,232760.45
ferrari,360,2003,400,8,manual,rear_wheel_drive,2,compact,convertible,15,10,2774,221122.22
ferrari,360,2003,400,8,automated_manual,rear_wheel_drive,2,compact,coupe,15,10,2774,205274.68
ferrari,360,2003,400,8,manual,rear_wheel_drive,2,compact,coupe,15,10,2774,191646.54
ferrari,360,2003,400,8,automated_manual,rear_wheel_drive,2,compact,convertible,15,10,2774,234844.94
ferrari,360,2004,400,8,automated_manual,rear_wheel_drive,2,compact,coupe,15,10,2774,204721.27
ferrari,360,2004,425,8,automated_manual,rear_wheel_drive,2,compact,coupe,15,10,2774,242815.43
ferrari,360,2004,400,8,manual,rear_wheel_drive,2,compact,coupe,15,10,2774,191180.62
ferrari,360,2004,400,8,manual,rear_wheel_drive,2,compact,convertible,15,10,2774,220465.26
ferrari,360,2004,400,8,automated_manual,rear_wheel_drive,2,compact,convertible,15,10,2774,234100.63
nissan,370z,2015,350,6,automatic,rear_wheel_drive,2,compact,coupe,26,19,2009,48389.63
nissan,370z,2015,332,6,manual,rear_wheel_drive,2,compact,convertible,24,17,2009,49744.41
nissan,370z,2015,332,6,manual,rear_wheel_drive,2,compact,coupe,26,18,2009,31015.28
nissan,370z,2015,332,6,automatic,rear_wheel_drive,2,compact,convertible,25,18,2009,43249.72
nissan,370z,2015,332,6,automatic,rear_wheel_drive,2,compact,coupe,26,19,2009,32359.72
nissan,370z,2015,332,6,automatic,rear_wheel_drive,2,compact,coupe,26,19,2009,36062.12
nissan,370z,2015,332,6,manual,rear_wheel_drive,2,compact,coupe,26,18,2009,34717.67
nissan,370z,2015,332,6,automatic,rear_wheel_drive,2,compact,convertible,25,18,2009,48162.11
nissan,370z,2015,332,6,manual,rear_wheel_drive,2,compact,coupe,26,18,2009,39268.10
nissan,370z,2015,332,6,manual,rear_wheel_drive,2,compact,coupe,26,18,2009,38337.33
nissan,370z,2015,332,6,automatic,rear_wheel_drive,2,compact,convertible,25,18,2009,51088.86
nissan,370z,2015,332,6,manual,rear_wheel_drive,2,compact,convertible,24,17,2009,46817.66
nissan,370z,2015,332,6,automatic,rear_wheel_drive,2,compact,coupe,26,19,2009,40612.54
nissan,370z,2015,350,6,manual,rear_wheel_drive,2,compact,coupe,26,18,2009,47045.19
nissan,370z,2015,350,6,manual,rear_wheel_drive,2,compact,coupe,26,18,2009,43425.53
nissan,370z,2015,332,6,automatic,rear_wheel_drive,2,compact,coupe,26,19,2009,39681.77
nissan,370z,2015,350,6,automatic,rear_wheel_drive,2,compact,coupe,26,19,2009,44769.97
nissan,370z,2016,332,6,automatic,rear_wheel_drive,2,compact,convertible,25,18,2009,42710.91
nissan,370z,2016,332,6,manual,rear_wheel_drive,2,compact,convertible,24,17,2009,49124.70
nissan,370z,2016,350,6,automatic,rear_wheel_drive,2,compact,coupe,26,19,2009,44212.23
nissan,370z,2016,332,6,automatic,rear_wheel_drive,2,compact,coupe,26,19,2009,40106.59
nissan,370z,2016,332,6,automatic,rear_wheel_drive,2,compact,coupe,26,19,2009,35612.85
nissan,370z,2016,350,6,manual,rear_wheel_drive,2,compact,coupe,26,18,2009,42884.54
nissan,370z,2016,332,6,automatic,rear_wheel_drive,2,compact,coupe,26,19,2009,39187.42
nissan,370z,2016,332,6,manual,rear_wheel_drive,2,compact,convertible,24,17,2009,46234.41
nissan,370z,2016,350,6,manual,rear_wheel_drive,2,compact,coupe,26,18,2009,46459.10
nissan,370z,2016,332,6,manual,rear_wheel_drive,2,compact,coupe,26,18,2009,30628.89
nissan,370z,2016,332,6,automatic,rear_wheel_drive,2,compact,convertible,25,18,2009,47562.11
nissan,370z,2016,350,6,automatic,rear_wheel_drive,2,compact,coupe,26,19,2009,47786.79
nissan,370z,2016,332,6,automatic,rear_wheel_drive,2,compact,convertible,25,18,2009,50452.40
nissan,370z,2016,332,6,manual,rear_wheel_drive,2,compact,coupe,26,18,2009,37859.72
nissan,370z,2016,332,6,automatic,rear_wheel_drive,2,compact,coupe,26,19,2009,31956.59
nissan,370z,2016,332,6,manual,rear_wheel_drive,2,compact,coupe,26,18,2009,38778.90
nissan,370z,2016,332,6,manual,rear_wheel_drive,2,compact,coupe,26,18,2009,34285.16
nissan,370z,2017,332,6,manual,rear_wheel_drive,2,compact,coupe,26,18,2009,37970
nissan,370z,2017,332,6,automatic,rear_wheel_drive,2,compact,coupe,26,19,2009,38370
nissan,370z,2017,332,6,automatic,rear_wheel_drive,2,compact,coupe,26,19,2009,34870
nissan,370z,2017,332,6,manual,rear_wheel_drive,2,compact,coupe,26,18,2009,29990
nissan,370z,2017,350,6,manual,rear_wheel_drive,2,compact,coupe,26,18,2009,45490
nissan,370z,2017,350,6,manual,rear_wheel_drive,2,compact,coupe,26,18,2009,41990
nissan,370z,2017,332,6,manual,rear_wheel_drive,2,compact,convertible,24,17,2009,45270
nissan,370z,2017,332,6,manual,rear_wheel_drive,2,compact,coupe,26,18,2009,33570
nissan,370z,2017,332,6,manual,rear_wheel_drive,2,compact,convertible,24,17,2009,48100
nissan,370z,2017,332,6,automatic,rear_wheel_drive,2,compact,coupe,26,19,2009,39270
nissan,370z,2017,332,6,automatic,rear_wheel_drive,2,compact,convertible,25,18,2009,46570
nissan,370z,2017,332,6,automatic,rear_wheel_drive,2,compact,convertible,25,18,2009,49400
nissan,370z,2017,332,6,manual,rear_wheel_drive,2,compact,coupe,26,18,2009,37070
nissan,370z,2017,332,6,automatic,rear_wheel_drive,2,compact,convertible,25,18,2009,41820
nissan,370z,2017,350,6,automatic,rear_wheel_drive,2,compact,coupe,26,19,2009,46790
nissan,370z,2017,350,6,automatic,rear_wheel_drive,2,compact,coupe,26,19,2009,43290
nissan,370z,2017,332,6,automatic,rear_wheel_drive,2,compact,coupe,26,19,2009,31290
mazda,3,2015,184,4,manual,front_wheel_drive,4,compact,sedan,37,25,586,25901.22
mazda,3,2015,184,4,automatic,front_wheel_drive,4,compact,sedan,39,28,586,26987.12
mazda,3,2015,155,4,automatic,front_wheel_drive,4,compact,sedan,41,30,586,24608.49
mazda,3,2015,155,4,manual,front_wheel_drive,4,compact,sedan,41,29,586,20264.90
mazda,3,2015,155,4,manual,front_wheel_drive,4,compact,sedan,41,29,586,19075.59
mazda,3,2015,184,4,manual,front_wheel_drive,4,compact,sedan,37,25,586,24660.20
mazda,3,2015,184,4,automatic,front_wheel_drive,4,compact,4dr_hatchback,37,27,586,26263.19
mazda,3,2015,184,4,automatic,front_wheel_drive,4,compact,sedan,39,28,586,25746.10
mazda,3,2015,184,4,manual,front_wheel_drive,4,compact,4dr_hatchback,35,26,586,26418.32
mazda,3,2015,155,4,automatic,front_wheel_drive,4,compact,4dr_hatchback,40,30,586,25125.58
mazda,3,2015,155,4,automatic,front_wheel_drive,4,compact,sedan,41,30,586,20161.48
mazda,3,2015,155,4,manual,front_wheel_drive,4,compact,4dr_hatchback,40,29,586,20782.00
mazda,3,2015,155,4,automatic,front_wheel_drive,4,compact,4dr_hatchback,40,30,586,20678.58
mazda,3,2015,155,4,automatic,front_wheel_drive,4,compact,4dr_hatchback,40,30,586,21867.89
mazda,3,2015,155,4,manual,front_wheel_drive,4,compact,4dr_hatchback,40,29,586,24039.69
mazda,3,2015,155,4,manual,front_wheel_drive,4,compact,sedan,41,29,586,17524.31
mazda,3,2015,184,4,manual,front_wheel_drive,4,compact,4dr_hatchback,35,26,586,25177.29
mazda,3,2015,155,4,automatic,front_wheel_drive,4,compact,sedan,41,30,586,21350.80
mazda,3,2015,155,4,manual,front_wheel_drive,4,compact,4dr_hatchback,40,29,586,19592.68
mazda,3,2015,184,4,automatic,front_wheel_drive,4,compact,4dr_hatchback,37,27,586,27504.21
mazda,3,2015,155,4,manual,front_wheel_drive,4,compact,sedan,41,29,586,23522.59
mazda,3,2015,155,4,automatic,front_wheel_drive,4,compact,sedan,41,30,586,18610.20
mazda,3,2016,155,4,manual,front_wheel_drive,4,compact,sedan,41,29,586,23025.29
mazda,3,2016,155,4,automatic,front_wheel_drive,4,compact,sedan,41,30,586,21544.40
mazda,3,2016,184,4,automatic,front_wheel_drive,4,compact,4dr_hatchback,37,27,586,26038.13
mazda,3,2016,155,4,manual,front_wheel_drive,4,compact,4dr_hatchback,40,29,586,21186.94
mazda,3,2016,155,4,automatic,front_wheel_drive,4,compact,4dr_hatchback,40,30,586,24812.57
mazda,3,2016,155,4,automatic,front_wheel_drive,4,compact,sedan,41,30,586,24097.66
mazda,3,2016,155,4,automatic,front_wheel_drive,4,compact,4dr_hatchback,40,30,586,22259.31
mazda,3,2016,155,4,manual,front_wheel_drive,4,compact,sedan,41,29,586,18225.16
mazda,3,2016,184,4,automatic,front_wheel_drive,4,compact,4dr_hatchback,37,27,586,27059.44
mazda,3,2016,184,4,manual,front_wheel_drive,4,compact,sedan,37,25,586,25272.16
mazda,3,2016,155,4,automatic,front_wheel_drive,4,compact,sedan,41,30,586,19297.53
mazda,3,2016,155,4,automatic,front_wheel_drive,4,compact,4dr_hatchback,40,30,586,20012.44
mazda,3,2016,155,4,manual,front_wheel_drive,4,compact,4dr_hatchback,40,29,586,23740.20
mazda,3,2016,155,4,manual,front_wheel_drive,4,compact,4dr_hatchback,40,29,586,18940.07
mazda,3,2016,184,4,automatic,front_wheel_drive,4,compact,sedan,39,28,586,26344.52
